BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT,TRADINGSESSION
TQCB,2023-03-31,Акрон Б1P1,RU000A0JWV89,5.0,9969.2,89.16,91.86,91.85,91.85,0.08,90.63,5.69,91.85,11.0,,,,0.0,0.0,,2026-09-24,1215.0,6.12,,,3.0,14.96,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ЕвропланБ7,RU000A0JWVL2,6.0,52372.9,98.81,99.17,98.81,98.81,42.92,98.82,9.91,99.17,53.0,,98.97,,0.0,772002.5,,2026-09-29,505.0,9.9,,,8.8,43.88,2024-10-01,2023-03-31,1000.0,SUR,,9.7931,,2024-10-04,RUB,3
TQCB,2023-03-31,РЕСОЛизБ05,RU000A0JWVT5,4.0,15588.0,95.38,99.68,99.68,99.68,39.32,97.43,8.61,95.38,16.0,,,,0.0,0.0,,2026-10-02,510.0,10.33,,,8.2,40.89,2024-10-04,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,КрасЯрКр12,RU000A0JWXF0,73.0,1478470.33,100.09,101.65,100.77,100.76,10.42,100.3,8.46,101.65,5896.0,100.3,100.3,,1478470.33,1478470.33,,2023-10-25,200.0,9.37,,,9.75,12.15,,2023-03-31,250.0,SUR,,,,,RUB,3
TQCB,2023-03-31,Хакас2016,RU000A0JWXQ7,62.0,145802.68,101.58,102.0,101.97,101.96,7.69,101.82,8.46,101.59,358.0,,101.79,,0.0,520736.24,,2023-11-02,208.0,8.73,,,11.7,11.8,,2023-03-31,400.0,SUR,,,,,RUB,3
TQCB,2023-03-31,СтаврКрай3,RU000A0JWY29,3.0,1270.18,101.21,102.03,101.59,101.59,3.96,101.61,7.24,101.21,5.0,,101.78,,0.0,536128.39,,2023-11-07,214.0,7.2,,,9.8,6.11,,2023-03-31,250.0,SUR,,,,,RUB,3
TQCB,2023-03-31,СистемБ1P4,RU000A0JWYQ5,3.0,10736.2,97.41,97.63,97.62,97.62,25.57,97.6,10.9,97.41,11.0,,97.88,,0.0,575534.5,,2026-10-30,211.0,10.94,,,6.35,31.66,2023-11-03,2023-03-31,1000.0,SUR,,10.495,,2023-11-08,RUB,3
TQCB,2023-03-31,СвердлОб3,RU000A0JWZ77,1.0,4896.0,102.0,102.0,102.0,102.0,4.51,102.0,8.14,102.0,12.0,,101.87,,0.0,524822.4,,2024-11-15,390.0,8.14,,,9.8,9.77,,2023-03-31,400.0,SUR,,,,,RUB,3
TQCB,2023-03-31,СистемБ1P5,RU000A0JWZY6,18.0,1141941.0,97.6,97.74,97.74,97.74,7.88,97.64,9.92,97.73,1170.0,97.6,97.6,,1141941.0,1141941.0,,2026-11-13,313.0,10.05,,,6.85,17.08,2024-02-16,2023-03-31,1000.0,SUR,,9.669,,2024-02-21,RUB,3
TQCB,2023-03-31,МосОбл2016,RU000A0JX0B9,16.0,17394.75,101.24,101.48,101.35,101.34,3.52,101.43,7.66,101.47,49.0,,101.39,,0.0,500734.22,,2023-11-21,229.0,7.52,,,9.65,8.42,,2023-03-31,350.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ЯНАО-2016,RU000A0JX0Z8,242.0,435914.82,100.45,101.16,100.91,100.91,0.39,100.72,8.24,101.16,8656.0,,100.76,,0.0,502783.26,,2023-12-06,244.0,8.54,,,9.37,1.17,,2023-03-31,50.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ХМАО 10,RU000A0JX215,58.0,274257.17,100.4,101.46,101.06,101.02,0.28,100.53,7.81,101.46,2728.0,,100.86,,0.0,530219.63,,2023-12-18,256.0,8.63,,,9.15,2.28,,2023-03-31,100.0,SUR,,,,,RUB,3
TQCB,2023-03-31,РСЭКСМБ1Р1,RU000A0JX2M2,4.0,2235500.46,99.9999,99.9999,99.9999,99.9999,1735.21,99.9235,7.89,99.9999,29.0,99.9608,100.0568,,12238617.07,5626485.88,,2026-12-10,,7.94,,,7.75,38.64,2024-12-12,2023-03-31,1000.0,SUR,,7.7864,,2024-12-17,USD,3
TQOD,2023-03-31,РСЭКСМБ1Р1,RU000A0JX2M2,3.0,6972.5,99.45,100.0,99.45,99.9999,22.51,99.9235,8.26,100.0,7.0,99.9608,100.0568,,12238617.07,5626485.88,,2026-12-10,582.0,7.94,,,7.75,38.64,2024-12-12,2023-03-31,1000.0,USD,,8.1339,,2024-12-17,USD,3
TQCB,2023-03-31,ДОМРФИА 1P,RU000A0JX3M0,8.0,11859.01,99.92,100.1,99.99,99.98,,100.08,13.086,100.1,118.0,,100.97,,0.0,545955.95,,2039-12-28,626.0,0.0,,,0.0,0.0,2025-12-28,2023-03-31,100.42,SUR,,,,,RUB,3
TQCB,2023-03-31,АльфаБО-18,RU000A0JX5W4,94.0,519980.0,98.34,100.33,100.01,100.01,18.85,99.42,9.49,100.01,523.0,99.42,99.42,,519980.0,519980.0,,2032-01-05,607.0,9.88,,,9.3,46.37,2025-01-13,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ТрнфБО1P5,RU000A0JXC24,15.0,632027.9,100.7,100.88,100.88,100.8,15.97,100.8,8.25,100.77,627.0,100.8,100.8,,632027.9,632027.9,,2024-01-26,293.0,8.36,,,9.25,46.12,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ГТЛК 1P-03,RU000A0JXE06,124.0,6235936.2,99.99,100.31,100.14,100.14,17.18,100.08,11.26,100.1,6231.0,100.08,100.08,,6235936.2,6235936.2,,2032-01-22,293.0,11.34,,,11.0,27.42,2024-02-01,2023-03-31,1000.0,SUR,,10.9575,,2024-02-06,RUB,3
TQCB,2023-03-31,ГазпромКБ5,RU000A0JXFS8,84.0,1780491.3,100.0,100.37,100.26,100.25,12.44,100.24,8.74,100.11,1776.0,100.25,100.25,,1780491.3,1780491.3,,2027-02-03,305.0,8.76,,,8.9,44.38,2024-02-07,2023-03-31,1000.0,SUR,,8.5129,,2024-02-12,RUB,3
TQCB,2023-03-31,ПЕРЕСВ С01,RU000A0JXGV0,1.0,657.67,19.99,19.99,19.99,19.99,,19.99,,19.99,10.0,,16.01,,0.0,897261.38,,2032-02-14,,0.0,,,0.51,25.17,,2023-03-31,329.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ТрансФ1P02,RU000A0JXK99,2.0,9892.0,98.92,98.92,98.92,98.92,6.58,98.92,10.53,98.92,10.0,,98.73,,0.0,500542.0,,2027-02-22,150.0,10.53,,,7.5,37.4,2023-08-28,2023-03-31,1000.0,SUR,,10.1078,,2023-08-31,RUB,3
TQCB,2023-03-31,ОткрФКБОП3,RU000A0JXLR8,11.0,29172.2,99.55,101.49,100.04,100.04,30.51,100.59,4.23,99.82,29.0,,100.92,,0.0,540907.9,,2023-04-10,10.0,-21.01,,,6.4,32.26,,2023-03-31,1000.0,SUR,,,2.9018,,RUB,3
TQCB,2023-03-31,ЧТПЗ 1P3,RU000A0JXME4,30.0,558396.8,100.71,100.9,100.85,100.85,2.13,100.74,9.06,100.87,554.0,100.79,100.79,,558396.8,558396.8,,2024-03-21,343.0,9.19,,,9.7,24.18,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ПочтаРосБ4,RU000A0JXMP0,6.0,16573.9,95.62,97.84,97.84,97.49,0.71,97.49,9.05,95.62,17.0,,95.68,,0.0,818062.5,,2027-03-22,354.0,9.45,,,6.5,32.41,2024-03-25,2023-03-31,1000.0,SUR,,8.893,,2024-03-28,RUB,3
TQCB,2023-03-31,РЖД Б01P1R,RU000A0JXN05,18.0,4402164.1,100.03,100.15,100.14,100.14,29.08,100.14,7.82,100.04,4396.0,100.14,100.14,,4402164.1,4402164.1,,2032-05-18,60.0,7.82,,,8.7,43.38,2023-05-30,2023-03-31,1000.0,SUR,,7.0603,,2023-06-02,RUB,3
TQCB,2023-03-31,СистемБ1P6,RU000A0JXN21,122.0,3677608.7,99.5,99.99,99.63,99.63,0.0,99.53,10.03,99.58,3695.0,99.53,99.53,,3677608.7,3677608.7,,2027-03-26,182.0,10.25,,,17.0,84.77,2023-09-29,2023-03-31,1000.0,SUR,,9.2918,,2023-10-10,RUB,3
TQCB,2023-03-31,ГПБ БО-16,RU000A0JXP45,5.0,20434.4,97.27,97.69,97.69,97.69,27.41,97.31,8.63,97.3,21.0,,97.73,,0.0,866898.9,,2024-04-18,368.0,9.04,,,6.1,30.42,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ТМК БО-6,RU000A0JXPD9,9.0,39927.0,99.54,99.98,99.97,99.97,37.07,99.82,9.02,99.91,40.0,,99.81,,0.0,980173.7,,2027-04-13,18.0,12.93,,,8.25,41.14,2023-04-18,2023-03-31,1000.0,SUR,,5.605,,2023-04-24,RUB,3
TQCB,2023-03-31,ГТЛК 1P-04,RU000A0JXPG2,70.0,2603039.4,99.82,99.9,99.85,99.85,19.7,99.85,14.13,99.89,2607.0,99.85,99.85,,2603039.4,2603039.4,,2032-04-06,18.0,14.13,,,9.85,24.56,2023-04-18,2023-03-31,1000.0,SUR,,9.9365,,2023-04-21,RUB,3
TQCB,2023-03-31,Ростел1P2R,RU000A0JXPN8,8.0,31089.9,100.02,100.59,100.58,100.58,41.08,100.29,8.23,100.58,31.0,100.4,100.4,,5866334.3,1416609.9,,2027-04-14,193.0,8.81,,,9.2,45.87,2023-10-18,2023-03-31,1000.0,SUR,,7.9062,,2023-10-23,RUB,3
TQCB,2023-03-31,РЖД Б01P2R,RU000A0JXQ44,41.0,74034.8,98.1,99.35,98.1,98.12,37.73,98.71,9.44,99.28,75.0,,98.46,,0.0,1618746.6,,2037-04-02,965.0,9.19,,,8.5,42.38,2026-04-16,2023-03-31,1000.0,SUR,,9.3724,,2026-04-21,RUB,3
TQCB,2023-03-31,АВТОБФ БП1,RU000A0JXQ51,1.0,17874.0,99.3,99.3,99.3,99.3,44.11,99.3,11.0,99.3,18.0,97.95,98.09,,739510.7,559134.4,,2024-04-19,359.0,11.0,,,10.0,49.86,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,Роснфт1P4,RU000A0JXQK2,1506.0,37158225.2,99.96,100.04,99.98,99.98,36.73,100.0,8.99,100.04,37159.0,100.0,100.0,,37158225.2,37158225.2,,2027-04-22,27.0,8.67,,,8.65,43.13,2023-04-27,2023-03-31,1000.0,SUR,,6.5139,,2023-05-03,RUB,3
TQCB,2023-03-31,Якут-09 об,RU000A0JXR43,7.0,10381.7,99.95,100.57,100.57,100.57,5.3,100.31,8.05,100.57,23.0,,100.04,,0.0,524929.7,,2024-05-16,276.0,8.42,,,8.59,9.64,,2023-03-31,450.0,SUR,,,,,RUB,3
TQCB,2023-03-31,РЖД Б01P3R,RU000A0JXR84,8.0,15815.0,98.5,98.99,98.99,98.99,32.45,98.84,9.13,98.72,16.0,,98.56,,0.0,1231064.1,,2037-04-23,698.0,9.21,,,8.4,41.88,2025-05-08,2023-03-31,1000.0,SUR,,9.0222,,2025-05-14,RUB,3
TQCB,2023-03-31,ПочтаРБ1P2,RU000A0JXRD5,5.0,6818.2,97.18,97.99,97.81,97.81,26.27,97.4,9.36,97.18,7.0,,98.06,,0.0,795230.8,,2027-05-11,391.0,9.78,,,7.05,35.15,2024-05-14,2023-03-31,1000.0,SUR,,9.2137,,2024-05-17,RUB,3
TQCB,2023-03-31,ПочтаРБ1P3,RU000A0JXS59,2.0,1251492.0,99.8,99.8,99.8,99.8,21.04,99.8,7.53,99.8,1254.0,99.75,99.76,,1850445.9,1816569.5,,2027-05-19,54.0,7.53,,,6.0,29.92,2023-05-24,2023-03-31,1000.0,SUR,,6.4901,,2023-05-29,RUB,3
TQCB,2023-03-31,ВлгОб35007,RU000A0JXSD3,31.0,177555.1,99.15,99.23,99.22,99.22,2.9,99.19,9.2,99.23,358.0,,99.22,,0.0,505043.15,,2024-06-02,308.0,9.24,,,8.15,10.16,,2023-03-31,500.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ТМК БО-7,RU000A0JXSF8,5.0,138703.4,99.77,99.8,99.8,99.8,26.24,99.79,9.1,99.8,139.0,,99.75,,0.0,506719.3,,2027-05-21,56.0,9.17,,,7.6,37.9,2023-05-26,2023-03-31,1000.0,SUR,,7.7558,,2023-06-01,RUB,3
TQCB,2023-03-31,Акрон Б1P2,RU000A0JXSS1,1.0,1973.8,98.69,98.69,98.69,98.69,18.38,98.69,7.71,98.69,2.0,,98.17,,0.0,583155.2,,2027-05-25,237.0,7.71,,,5.5,27.42,2023-11-28,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,СамарОбл13,RU000A0JXT41,2.0,1512.3,100.82,100.82,100.82,100.82,3.14,100.82,7.32,100.82,3.0,,98.9,,0.0,501440.2,,2024-05-31,290.0,7.32,,,8.19,10.21,,2023-03-31,500.0,SUR,,,,,RUB,3
TQOD,2023-03-31,RUS-27,RU000A0JXTS9,1.0,192000.0,96.0,96.0,96.0,96.0,2290.2778,96.0,5.31,96.0,1.0,,97.4785,,0.0,912407414.17,,2027-06-23,,5.31,,,4.25,4250.0,,2023-03-31,200000.0,USD,,,,,USD,3
TQCB,2023-03-31,БелгОб2017,RU000A0JXTW1,2.0,998.0,99.8,99.8,99.8,99.8,1.92,99.8,8.82,99.8,2.0,,99.91,,0.0,1539047.4,,2024-06-11,249.0,8.82,,,8.25,10.28,,2023-03-31,500.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ЧТПЗ 1P4,RU000A0JXTY7,2.0,19959.8,99.78,99.8,99.8,99.8,23.38,99.8,9.05,99.78,20.0,,99.01,,0.0,502003.1,,2027-06-08,74.0,9.05,,,7.9,39.39,2023-06-13,2023-03-31,1000.0,SUR,,8.3293,,2023-06-16,RUB,3
TQCB,2023-03-31,КОМИ 14 об,RU000A0JXUD9,7.0,14393.16,99.76,100.0,99.92,99.92,2.07,99.95,8.76,99.99,16.0,,100.0,,0.0,516592.17,,2024-06-25,326.0,8.73,,,8.4,18.85,,2023-03-31,900.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ТамбовОбл3,RU000A0JXVH8,10.0,23424.4,99.0,99.89,99.89,99.89,8.86,99.68,8.8,99.03,47.0,,99.78,,0.0,792749.25,,2024-07-12,316.0,9.07,,,8.4,10.47,,2023-03-31,500.0,SUR,,,,,RUB,3
TQCB,2023-03-31,КраснодКр1,RU000A0JXYS9,13.0,31523.94,99.85,100.09,100.09,100.09,8.08,100.08,8.77,100.01,45.0,,99.78,,0.0,1031667.56,,2024-08-09,324.0,8.78,,,8.6,15.01,,2023-03-31,700.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ГТЛК 1P-05,RU000A0JY023,2.0,63975.0,98.7985,98.7997,98.7985,98.7985,107.15,98.7993,6.65,98.7997,3.0,97.5261,97.5599,,1933988.5,841207.35,,2024-08-21,,6.65,,,4.9,3.42,,2023-03-31,280.0,SUR,,,,,USD,3
TQCB,2023-03-31,МФ МарЭл17,RU000A0JY031,35.0,626457.35,99.42,99.52,99.52,99.52,4.36,99.52,9.41,99.52,1259.0,99.52,99.52,,626457.35,626457.35,,2024-08-21,355.0,9.41,,,8.6,10.72,,2023-03-31,500.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ВТБ Б1-192,RU000A0NNEE4,2.0,2761.6,92.05,92.06,92.06,92.06,0.03,92.05,7.13,92.05,3.0,,89.71,,0.0,1877599.7,,2024-06-15,442.0,7.14,,,0.01,0.05,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ГТЛК 1P-06,RU000A0ZYAP9,25.0,33257.22,92.55,93.81,92.78,92.79,2.88,93.12,11.53,92.55,49.0,,93.53,,0.0,502432.68,,2032-09-01,1335.0,11.42,,,9.0,16.36,,2023-03-31,728.9,SUR,,,,,RUB,3
TQCB,2023-03-31,МФКузбас17,RU000A0ZYB40,7.0,19445.9,99.36,99.79,99.36,99.36,1.12,99.72,9.2,99.73,39.0,,98.92,,0.0,500063.6,,2024-09-26,344.0,8.78,,,8.2,10.22,,2023-03-31,500.0,SUR,,,,,RUB,3
TQCB,2023-03-31,АльфаБО-21,RU000A0ZYBM4,2.0,5895.6,98.02,98.74,98.74,98.74,28.45,98.26,8.64,98.02,6.0,98.55,98.47,,1684166.1,680433.1,,2032-10-13,185.0,9.68,,,5.9,29.58,2023-10-07,2023-03-31,1000.0,SUR,,8.3182,,2023-10-11,RUB,3
TQCB,2023-03-31,АвАгроБ1P1,RU000A0ZYC31,7.0,23991.6,99.69,100.02,100.02,100.02,0.24,99.97,9.0,99.69,24.0,,,,0.0,0.0,,2027-09-23,179.0,9.11,,,8.75,21.82,2023-09-28,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,Курск35001,RU000A0ZYCD1,13.0,24531.24,98.48,99.33,98.48,98.49,7.56,99.12,9.51,99.27,55.0,,98.95,,0.0,501800.44,,2025-10-12,458.0,8.95,,,7.96,8.93,,2023-03-31,450.0,SUR,,,,,RUB,3
TQCB,2023-03-31,КрасЯрКр13,RU000A0ZYCM2,39.0,290841.85,98.7,99.64,99.62,99.62,13.71,99.18,8.45,98.9,391.0,,99.3,,0.0,507919.32,,2024-10-03,405.0,8.88,,,7.85,14.68,,2023-03-31,750.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ТКХ БП1,RU000A0ZYCR1,43.0,6291703.1,99.44,100.1,99.94,99.94,45.33,100.04,9.75,99.48,6289.0,100.04,100.04,,6291703.1,6291703.1,,2027-09-30,180.0,9.53,,,9.4,46.87,2023-10-05,2023-03-31,1000.0,SUR,,9.329,,2023-10-10,RUB,3
TQCB,2023-03-31,Карелия 18,RU000A0ZYCZ4,63.0,495343.0,99.71,99.98,99.96,99.96,5.0,99.95,8.32,99.78,1239.0,,99.89,,0.0,961303.56,,2023-10-15,193.0,8.35,,,8.0,7.98,,2023-03-31,400.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ТрнфБО1P8,RU000A0ZYDD9,218.0,2197926.9,97.46,98.2,97.47,97.47,36.58,97.69,9.25,97.71,2250.0,97.69,97.69,,2197926.9,2197926.9,,2025-10-09,823.0,9.14,,,7.9,39.39,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ФСК РС Б3,RU000A0ZYDH0,15.0,82581.2,98.11,98.35,98.33,98.33,10.55,98.31,8.52,98.32,84.0,,97.94,,0.0,503408.6,,2052-09-06,193.0,8.56,,,5.0,12.47,2023-10-13,2023-03-31,1000.0,SUR,,8.0866,,2023-10-20,RUB,3
TQCB,2023-03-31,СвердлОб4,RU000A0ZYDU3,13.0,20553.12,97.67,98.26,98.22,98.22,8.48,97.87,9.27,97.71,35.0,,98.02,,0.0,500493.12,,2025-10-22,524.0,9.53,,,7.7,11.52,,2023-03-31,600.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ТрансФ1P04,RU000A0ZYEB1,57.0,304752.9,99.37,99.65,99.61,99.6,39.95,99.59,18.19,99.59,306.0,,99.57,,0.0,502822.6,,2027-10-14,20.0,18.68,,,9.0,44.88,2023-04-20,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ГПБ БО-17,RU000A0ZYEE5,104.0,2296592.1,98.7,99.02,98.96,98.96,33.72,98.86,9.06,98.88,2323.0,98.86,98.86,,2296592.1,2296592.1,,2024-10-31,538.0,9.13,,,8.15,40.42,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,НАО 2017,RU000A0ZYF61,60.0,32305.5,99.0,99.4,99.02,99.03,2.44,99.1,9.35,99.4,163.0,,99.19,,0.0,509643.42,,2024-11-07,290.0,9.24,,,7.8,3.89,,2023-03-31,200.0,SUR,,,,,RUB,3
TQCB,2023-03-31,КрасЯрКр14,RU000A0ZYFB8,5.0,28868.18,98.55,99.25,99.25,99.25,9.18,98.69,8.75,98.56,39.0,,98.86,,0.0,575363.29,,2024-10-31,432.0,9.27,,,7.84,14.66,,2023-03-31,750.0,SUR,,,,,RUB,3
TQCB,2023-03-31,Ростел1P3R,RU000A0ZYG52,1.0,1000.3,100.03,100.03,100.03,100.03,34.28,100.03,9.39,100.03,1.0,,100.22,,0.0,570256.9,,2027-11-09,843.0,9.39,,,9.2,45.87,2025-11-11,2023-03-31,1000.0,SUR,,9.3273,,2025-11-14,RUB,3
TQCB,2023-03-31,СаратОбл17,RU000A0ZYG60,61.0,206901.52,98.69,99.03,98.94,98.94,5.75,98.85,9.35,98.73,299.0,,98.77,,0.0,640217.27,,2024-11-20,420.0,9.44,,,8.1,14.14,,2023-03-31,700.0,SUR,,,,,RUB,3
TQCB,2023-03-31,АльфаБО-22,RU000A0ZYGB6,1.0,975.0,97.5,97.5,97.5,97.5,19.36,97.5,9.95,97.5,1.0,,97.22,,0.0,812780.2,,2032-12-04,237.0,9.95,,,5.7,28.58,2023-11-28,2023-03-31,1000.0,SUR,,9.7323,,2023-11-30,RUB,3
TQCB,2023-03-31,ЛевенгукБ1,RU000A0ZYHW0,11.0,69970.9,99.83,100.36,100.36,100.36,11.4,99.96,13.16,99.86,70.0,,99.94,,0.0,535667.9,,2027-11-22,315.0,13.68,,,13.0,32.41,2024-02-26,2023-03-31,1000.0,SUR,,12.9127,,2024-02-29,RUB,3
TQCB,2023-03-31,СПбГО35001,RU000A0ZYHX8,24.0,39244.3,98.0,98.41,98.0,98.0,25.53,98.11,9.22,98.22,40.0,,98.21,,0.0,512650.3,,2025-05-28,566.0,9.14,,,7.7,38.39,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ТамбовОб17,RU000A0ZYJ18,35.0,340394.72,96.0,98.19,97.87,97.87,3.68,97.37,9.35,98.04,437.0,,97.46,,0.0,504442.8,,2025-12-05,766.0,9.62,,,8.0,15.96,,2023-03-31,800.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ФСК РС Б4,RU000A0ZYJ91,5.0,15906.6,99.3,99.47,99.3,99.32,6.25,99.42,8.99,99.47,16.0,99.74,99.74,,983470.0,983470.0,,2052-10-23,238.0,8.79,,,7.6,18.95,2023-11-29,2023-03-31,1000.0,SUR,,8.6206,,2023-12-06,RUB,3
TQCB,2023-03-31,Ульян.об17,RU000A0ZYJB0,26.0,74797.32,98.5,99.08,99.04,99.04,3.99,98.94,9.17,98.5,126.0,,98.71,,0.0,507547.74,,2024-12-07,465.0,9.26,,,8.1,11.85,,2023-03-31,600.0,SUR,,,,,RUB,3
TQCB,2023-03-31,Совком БО5,RU000A0ZYJR6,4.0,29776.4,99.14,99.31,99.16,99.16,22.68,99.25,12.54,99.31,30.0,,99.31,,0.0,751750.5,,2027-11-25,62.0,11.92,,,6.9,34.41,2023-06-01,2023-03-31,1000.0,SUR,,10.9888,,2023-06-06,RUB,3
TQCB,2023-03-31,ДОМРФИА 2P,RU000A0ZYJT2,129.0,193388.57,102.88,103.19,103.14,103.14,1.87,103.12,9.9147,103.19,1960.0,,103.01,,0.0,504421.89,,2046-04-28,592.0,0.0,,,11.5,2.71,2025-10-28,2023-03-31,95.68,SUR,,,,,RUB,3
TQCB,2023-03-31,Оренб35004,RU000A0ZYKH5,11.0,29454.9,98.1,98.47,98.1,98.1,4.93,98.18,9.11,98.47,30.0,,98.73,,0.0,521271.1,,2027-12-02,1121.0,9.08,,,8.18,20.39,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,СПбГО35002,RU000A0ZYKJ1,26.0,83206.1,96.79,97.53,97.38,97.39,17.61,97.32,9.14,97.15,114.0,,96.65,,0.0,504509.25,,2026-12-04,759.0,9.17,,,7.65,28.61,,2023-03-31,750.0,SUR,,,,,RUB,3
TQCB,2023-03-31,КалинОбл17,RU000A0ZYKU8,36.0,105660.81,98.44,98.79,98.79,98.79,3.32,98.66,9.07,98.67,119.0,,98.61,,0.0,694872.36,,2024-12-17,514.0,9.17,,,7.91,17.75,,2023-03-31,900.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ХМАО 11,RU000A0ZYKW4,3.0,3580.56,99.46,99.46,99.46,99.46,0.83,99.46,8.44,99.46,9.0,,100.37,,0.0,503880.6,,2024-12-17,341.0,8.44,,,7.6,7.58,,2023-03-31,400.0,SUR,,,,,RUB,3
TQCB,2023-03-31,КЧР 2017,RU000A0ZYL22,43.0,294548.5,99.45,99.63,99.6,99.55,3.81,99.51,9.47,99.61,296.0,,99.53,,0.0,536475.8,,2024-12-18,333.0,9.57,,,8.7,21.69,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ДОМРФИА 04,RU000A0ZYL89,6.0,907.94,102.02,102.2,102.05,102.05,,102.06,9.9439,102.08,10.0,,101.65,,0.0,554789.74,,2042-04-28,566.0,0.0,,,0.0,0.0,2025-07-28,2023-03-31,88.96,SUR,,,,,RUB,3
TQCB,2023-03-31,Газпнф1P4R,RU000A0ZYLC4,52.0,180386.6,98.73,99.43,99.37,99.37,22.36,99.11,8.26,98.73,182.0,,99.32,,0.0,502545.0,,2024-12-12,582.0,8.43,,,7.7,38.39,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,Роснфт2P3,RU000A0ZYLG5,4.0,33145.1,100.3,100.5,100.3,100.3,27.01,100.44,9.37,100.5,33.0,,100.46,,0.0,826819.2,,2027-12-09,872.0,9.31,,,9.3,46.37,2025-12-11,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ВЦЗ 1P1R,RU000A0ZYLK7,8.0,52464.9,91.71,92.28,92.28,92.23,0.29,92.04,13.0,91.71,57.0,,91.55,,0.0,556599.3,,2027-12-10,258.0,13.42,,,0.75,1.87,2023-12-15,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,Газпнф1P5R,RU000A0ZYLQ4,2.0,4942.5,98.85,98.85,98.85,98.85,21.52,98.85,8.6,98.85,5.0,,98.98,,0.0,652305.7,,2024-12-16,586.0,8.6,,,7.7,38.39,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ДОМРФИА 03,RU000A0ZYLX0,9.0,2001.72,101.1,101.45,101.33,101.33,,101.25,10.9417,101.45,16.0,,,,0.0,0.0,,2037-10-28,760.0,0.0,,,0.0,0.0,2027-01-28,2023-03-31,123.56,SUR,,,,,RUB,3
TQCB,2023-03-31,ТомскОб 62,RU000A0ZYMJ7,3.0,3479.75,99.01,100.45,100.45,100.45,0.82,99.42,7.3,100.45,7.0,,98.7,,0.0,24898254.2,,2024-12-19,427.0,8.25,,,7.5,9.35,,2023-03-31,500.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ГТЛК 1P-07,RU000A0ZYNY4,183.0,3996743.4,99.72,99.89,99.76,99.76,24.68,99.82,12.31,99.85,4004.0,99.82,99.82,,3996743.4,3996743.4,,2032-12-31,1107.0,12.29,,,11.7,29.17,2027-01-08,2023-03-31,1000.0,SUR,,12.2372,,2027-01-13,RUB,3
