BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT,TRADINGSESSION 
TQIR,2023-03-31,АйДиЭф03,RU000A102CZ3,102.0,2860872.5,100.0,100.3,100.18,100.18,8.22,100.24,12.88,100.21,2854.0,100.24,100.24,,2860872.5,2860872.5,,2023-11-02,208.0,12.76,,,12.5,10.27,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ИА ДОМ18P2,RU000A102D46,1.0,456.97,88.2,88.2,88.2,88.2,2.57,88.2,9.889,88.2,1.0,,88.3,,0.0,574166.62,,2051-02-28,1207.0,0.0,,,5.85,7.39,2033-02-28,2023-03-31,518.11,SUR,,,,,RUB,3
TQCB,2023-03-31,СберИОС380,RU000A102D53,2.0,60192.0,79.2,79.2,79.2,79.2,,79.2,,79.2,76.0,78.94,78.94,,12563792.0,12563792.0,,2025-12-22,,0.0,,,0.01,0.5,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,СберИОС382,RU000A102D61,1.0,40005.0,80.01,80.01,80.01,80.01,,80.01,,80.01,50.0,79.52,79.52,,2269598.6,2269598.6,,2025-12-08,,0.0,,,0.01,0.5,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,СберИОС369,RU000A102D87,2.0,5646030.0,80.6,80.6,80.6,80.6,,80.6,,80.6,7005.0,,80.09,,0.0,11911469.0,,2025-11-26,,0.0,,,0.01,0.5,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ГПБ001P18P,RU000A102DB2,2.0,3769.5,93.27,97.14,97.14,97.14,21.35,94.24,8.83,93.27,4.0,96.85,97.15,,5749905.1,4498785.8,,2030-11-20,400.0,11.84,,,5.95,29.51,2024-05-20,2023-03-31,1000.0,SUR,,8.7021,,2024-05-23,RUB,3
TQCB,2023-03-31,СберИОС370,RU000A102DG1,1.0,1188560.0,83.0,83.0,83.0,83.0,,83.0,,83.0,1432.0,,82.05,,0.0,9763743.0,,2025-11-27,,0.0,,,0.01,0.5,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,iMT-FREE02,RU000A102DK3,353.0,3966227.4,92.11,93.08,92.95,92.95,34.46,92.86,17.5,92.12,4271.0,92.86,92.86,,3966227.4,3966227.4,,2024-05-21,391.0,17.6,,,9.75,48.62,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,СвердлОб10,RU000A102DQ0,4.0,12843.6,96.01,96.6,96.6,96.6,4.23,96.57,9.1,96.6,19.0,,96.27,,0.0,511458.57,,2024-11-23,425.0,9.13,,,5.8,10.12,,2023-03-31,700.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ОмскОб20,RU000A102DR8,23.0,252392.3,94.35,94.86,94.42,94.42,6.72,94.53,9.64,94.56,267.0,,94.52,,0.0,510407.1,,2025-11-24,744.0,9.57,,,6.45,16.08,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,НижгорОб15,RU000A102DS6,16.0,46714.9,93.02,93.83,93.02,93.11,6.35,93.43,9.77,93.83,50.0,,93.38,,0.0,508940.9,,2026-05-27,803.0,9.55,,,6.1,15.21,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,РЖД 1Б-05,RU000A102E37,1.0,1020000.0,102.0,102.0,102.0,102.0,9936.99,102.0,7.12,102.0,1.0,,102.7,,0.0,10270000.0,,,152.0,7.12,,,12.09,60284.38,2023-08-30,2023-03-31,1000000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ВТБ Б1-153,RU000A102EH7,1.0,3199.6,79.99,79.99,79.99,79.99,0.03,79.99,8.67,79.99,4.0,,75.66,,0.0,539466.5,,2025-12-09,984.0,8.67,,,0.01,0.05,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ВТБ Б1-167,RU000A102EW6,3.0,66366.7,90.91,90.93,90.91,90.91,0.02,90.91,11.8,90.93,73.0,,,,0.0,0.0,,2024-02-09,315.0,11.8,,,0.01,0.05,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ВТБ Б1-172,RU000A102F10,1.0,157209.0,90.35,90.35,90.35,90.35,0.04,90.35,9.12,90.35,174.0,,87.89,,0.0,2073294.0,,2024-06-01,428.0,9.12,,,0.01,0.05,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ЧТПЗ 1P6,RU000A102F85,18.0,70207.1,98.73,99.28,99.28,99.08,5.78,98.88,8.17,98.76,71.0,,98.74,,0.0,500607.6,,2023-11-28,237.0,8.85,,,6.8,16.95,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ВЭБ1P-22,RU000A102FC5,74.0,2647220.6,98.32,98.7,98.55,98.55,18.75,98.56,8.35,98.58,2686.0,98.56,98.56,,2647220.6,2647220.6,,2023-12-05,244.0,8.34,,,5.95,29.67,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ТинькоффИ2,RU000A102FH4,13.0,68108.1,94.56,95.97,95.89,95.89,,95.93,,94.56,71.0,,94.85,,0.0,503660.3,,2023-12-01,,0.0,,,0.01,0.3,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,Систем1P16,RU000A102FS1,12.0,30910.4,99.5,99.95,99.95,99.95,5.82,99.71,9.06,99.52,31.0,,99.65,,0.0,501260.8,,2030-11-25,66.0,10.58,,,8.5,21.19,2023-06-05,2023-03-31,1000.0,SUR,,8.2467,,2023-06-08,RUB,3
TQCB,2023-03-31,Систем1P17,RU000A102FT9,100.0,5285716.2,92.35,93.09,93.0,93.0,21.45,92.99,10.7,92.35,5684.0,92.99,92.99,,5285716.2,5285716.2,,2030-11-25,734.0,10.71,,,6.75,33.66,2025-06-02,2023-03-31,1000.0,SUR,,10.6205,,2025-06-05,RUB,3
TQCB,2023-03-31,ТинькоффИ3,RU000A102FW3,4.0,14968.5,93.4,93.8,93.8,93.8,,93.55,,93.41,16.0,,93.55,,0.0,529489.8,,2023-12-05,,0.0,,,0.01,0.3,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQIR,2023-03-31,РоялКапБО5,RU000A102FX1,22.0,138398.8,100.1,100.66,100.15,100.16,8.55,100.29,13.37,100.64,138.0,,100.17,,0.0,505858.0,,2023-12-05,241.0,13.13,,,13.0,32.41,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,МосОб35016,RU000A102G35,7.0,17073.3,94.84,94.86,94.85,94.85,3.91,94.85,9.42,94.84,18.0,,95.24,,0.0,501917.8,,2027-11-30,613.0,9.42,,,5.95,14.83,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ВСК 1P-01R,RU000A102G50,72.0,4425213.0,91.06,91.43,91.29,91.3,20.46,91.28,10.63,91.06,4848.0,91.28,91.28,,4425213.0,4425213.0,,2025-12-03,890.0,10.63,,,6.55,32.66,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQIR,2023-03-31,БЭЛТИ БОП3,RU000A102GC3,29.0,138050.67,97.6,97.96,97.67,97.67,0.25,97.66,14.62,97.96,186.0,,97.63,,0.0,505314.02,,2025-11-14,505.0,14.63,,,12.0,7.5,,2023-03-31,760.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ИАДОМ Б1P3,RU000A102GD1,3.0,1728.73,89.85,89.89,89.85,89.85,0.24,89.86,9.9672,89.89,4.0,,89.68,,0.0,501221.79,,2049-12-28,1067.0,0.0,,,6.0,7.27,2031-03-28,2023-03-31,480.95,SUR,,,,,RUB,3
TQCB,2023-03-31,МКБ П23,RU000A102GE9,1.0,936.1,93.61,93.61,93.61,93.61,,93.61,,93.61,1.0,93.61,93.61,,3468250.5,522343.8,,2023-12-11,,0.0,,,0.01,0.05,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,СберИОС384,RU000A102GG4,1.0,961598.0,80.2,80.2,80.2,80.2,,80.2,,80.2,1199.0,,79.1,,0.0,15199679.0,,2025-12-17,,0.0,,,0.01,0.5,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ГПБ001P19P,RU000A102GJ8,5.0,12701.9,97.51,98.03,98.03,98.02,17.78,97.71,9.08,97.51,13.0,,98.3,,0.0,508222.0,,2030-12-11,250.0,9.6,,,5.9,29.42,2023-12-11,2023-03-31,1000.0,SUR,,8.8595,,2023-12-14,RUB,3
TQCB,2023-03-31,БелугаБП4,RU000A102GU5,98.0,923207.2,95.64,95.8,95.8,95.8,22.71,95.77,9.69,95.8,964.0,95.77,95.77,,923207.2,923207.2,,2025-12-05,769.0,9.71,,,7.4,36.9,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,iХэдХ1P01R,RU000A102GY7,107.0,1447974.6,98.26,98.45,98.44,98.44,3.18,98.43,9.09,98.45,1471.0,98.43,98.43,,1447974.6,1447974.6,,2023-12-11,251.0,9.11,,,6.45,16.08,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,СтаврКрай4,RU000A102H34,14.0,17861.9,94.01,94.01,94.01,94.01,2.89,94.01,9.89,94.01,19.0,,94.3,,0.0,9506451.8,,2027-12-14,678.0,9.89,,,6.2,15.46,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,РенКредБО4,RU000A102H83,26.0,704446.7,98.75,99.14,98.75,98.75,24.54,99.08,10.57,98.92,711.0,99.08,99.08,,704446.7,704446.7,,2025-12-15,252.0,10.04,,,8.45,42.13,2023-12-15,2023-03-31,1000.0,SUR,,10.1644,,2023-12-22,RUB,3
TQCB,2023-03-31,Автодор3Р1,RU000A102H91,97.0,1058463.26,93.07,93.5,93.49,93.49,18.57,93.29,9.9,93.38,1220.0,93.29,93.29,,1058463.26,1058463.26,,2025-12-09,857.0,10.0,,,6.75,31.3,,2023-03-31,930.0,SUR,,,,,RUB,3
TQCB,2023-03-31,РОСНАНО2P5,RU000A102HB3,510.0,7032815.4,87.99,88.36,88.0,88.0,19.97,88.1,28.56,88.19,7983.0,88.1,88.1,,7032815.4,7032815.4,,2023-12-12,250.0,28.35,,,6.75,33.66,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,Сбер2СУБ2R,RU000A102HC1,3.0,24750000.0,82.5,82.5,82.5,82.5,19178.08,82.5,15.01,82.5,3.0,,82.5,,0.0,82500000.0,,2031-03-11,983.0,15.01,,,7.0,349041.1,2026-03-17,2023-03-31,10000000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,СвердлОб11,RU000A102HF4,18.0,65561.55,98.1,99.57,98.5,98.5,1.25,98.59,8.15,99.51,133.0,,98.4,,0.0,10654132.85,,2023-12-16,256.0,8.01,,,5.7,7.11,,2023-03-31,500.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ОхтаГр БП0,RU000A102HG2,15.0,76306.1,100.32,100.5,100.37,100.37,5.26,100.4,11.93,100.49,76.0,,100.59,,0.0,502928.9,,2023-12-13,249.0,11.88,,,12.0,29.92,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,СберИОС395,RU000A102HP3,1.0,1004.0,100.4,100.4,100.4,100.4,,100.4,,100.4,1.0,,97.15,,0.0,8799971.7,,2024-01-29,,0.0,,,0.01,0.3,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,iУОМЗ Б-П2,RU000A102HU3,13.0,19575.8,97.5,98.01,97.88,97.87,21.69,97.88,10.89,98.01,20.0,,98.96,,0.0,532395.8,,2030-12-04,250.0,10.89,,,7.4,36.9,2023-12-13,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,АЛЬФА-Б2Р9,RU000A102JZ8,61.0,3876895.6,98.06,98.2,98.09,98.1,15.98,98.1,8.89,98.2,3952.0,98.1,98.1,,3876895.6,3876895.6,,2023-12-24,263.0,8.87,,,5.95,29.83,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ИАДОМ Б1P4,RU000A102K13,3.0,926592.74,94.2,94.25,94.2,94.2,0.32,94.2,10.1927,94.25,2004.0,94.34,94.34,,1937521.99,1936133.85,,2051-06-28,1135.0,0.0,,,7.9,9.77,2032-03-28,2023-03-31,490.84,SUR,,,,,RUB,3
TQCB,2023-03-31,РЕСОЛизБП8,RU000A102K39,13.0,3431050.0,98.03,98.03,98.03,98.03,19.14,98.03,10.0,98.03,3500.0,98.03,98.03,,3431050.0,3431050.0,,2030-12-09,256.0,10.0,,,6.85,34.16,2023-12-18,2023-03-31,1000.0,SUR,,9.7653,,2023-12-21,RUB,3
TQCB,2023-03-31,СПбГО35004,RU000A102K88,3.0,36000.0,90.0,90.0,90.0,90.0,28.45,90.0,8.87,90.0,40.0,,,,0.0,0.0,,2028-09-28,1381.0,8.87,,,5.9,29.42,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQOD,2023-03-31,ВЭБ1P-23В,RU000A102K96,1.0,954.97,95.4965,95.4965,95.4965,95.5,8.9,95.4965,5.11,95.4965,1.0,90.35,90.35,,4291671.52,4222691.05,,2025-12-17,,5.11,,,3.25,16.21,,2023-03-31,1000.0,USD,,,,,USD,3
TQCB,2023-03-31,Пионер 1P5,RU000A102KG6,234.0,7091907.6,95.4,96.48,96.48,96.48,2.67,96.34,13.98,96.14,7361.0,96.34,96.34,,7091907.6,7091907.6,,2024-12-17,379.0,14.14,,,9.75,24.31,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,КалинОбл20,RU000A102KN2,5.0,51794.1,92.48,92.49,92.49,92.49,1.5,92.49,9.77,92.48,56.0,,92.52,,0.0,506983.9,,2027-06-16,860.0,9.77,,,6.1,15.21,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQIR,2023-03-31,СМАК БП01,RU000A102KP7,4.0,63221.2,99.88,100.44,100.4,100.4,44.88,100.35,13.28,100.44,9.0,,100.02,,0.0,546109.2,,2024-12-02,317.0,13.34,,,13.0,74.79,,2023-03-31,7000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,РКС2Р1,RU000A102KQ5,28.0,122049.1,100.49,101.86,100.52,100.55,3.08,100.87,12.25,101.19,121.0,,101.05,,0.0,603256.0,,2023-12-20,256.0,11.69,,,12.5,31.16,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQIR,2023-03-31,АПРИФП БП4,RU000A102KR3,161.0,1140260.39,99.81,99.99,99.97,99.97,2.4,99.96,13.71,99.99,1521.0,99.96,99.96,,1140260.39,1140260.39,,2023-12-20,169.0,13.73,,,13.0,24.31,,2023-03-31,750.0,SUR,,,,,RUB,3
TQCB,2023-03-31,Краснод 20,RU000A102KT9,17.0,108165.0,96.51,97.19,96.51,96.51,1.47,96.58,9.55,97.02,112.0,,96.62,,0.0,584565.8,,2025-12-23,522.0,9.49,,,6.7,16.7,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ГСП-Ф 01,RU000A102KZ6,2.0,103317.5,98.35,98.4,98.35,98.35,1.5,98.4,9.58,98.4,105.0,98.33,98.33,,940984.8,940984.8,,2023-12-21,260.0,9.5,,,6.85,17.08,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,iПМЕДДМ1Р1,RU000A102LB5,51.0,714514.0,99.08,99.39,99.39,99.39,25.51,99.38,10.63,99.38,719.0,99.38,99.38,,714514.0,714514.0,,2023-12-22,258.0,10.64,,,9.5,47.37,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ЧеркизБ1P4,RU000A102LD1,25.0,105122.3,98.13,98.28,98.2,98.2,1.23,98.25,9.32,98.27,107.0,,98.09,,0.0,507138.3,,2025-12-19,262.0,9.24,,,6.4,15.96,2023-12-22,2023-03-31,1000.0,SUR,,9.0333,,2023-12-27,RUB,3
TQCB,2023-03-31,ПионЛизБП4,RU000A102LF6,141.0,2618482.7,99.91,100.13,99.99,99.99,2.83,99.98,15.59,100.09,2619.0,99.98,99.98,,2618482.7,2618482.7,,2030-12-13,1721.0,15.59,,,14.75,36.77,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ТомскАдм 8,RU000A102LR1,8.0,1186475.76,96.05,96.53,96.5,96.5,4.11,96.49,9.7,96.53,1537.0,96.46,96.49,,1389762.32,1212718.32,,2025-12-27,494.0,9.71,,,6.7,13.36,,2023-03-31,800.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ГарИнв2P02,RU000A102LS9,19.0,342144.8,99.18,99.7,99.47,99.49,1.1,99.46,11.2,99.52,344.0,,99.45,,0.0,504231.2,,2023-12-25,262.0,11.22,,,10.0,24.93,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,АБЗ-1 1Р01,RU000A102LW1,327.0,7568023.63,100.15,100.75,100.28,100.28,0.66,100.39,11.89,100.4,14928.0,100.39,100.39,,7568023.63,7568023.63,,2023-12-25,176.0,11.63,,,12.0,15.11,,2023-03-31,505.0,SUR,,,,,RUB,3
TQIR,2023-03-31,ДрктЛиз1Р6,RU000A102M45,18.0,75517.5,100.53,100.8,100.79,100.79,0.95,100.69,10.77,100.78,75.0,,100.71,,0.0,501557.1,,2023-12-26,262.0,10.93,,,11.5,28.67,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ВсИнстрБО3,RU000A102M86,81.0,1948944.7,98.99,99.19,99.14,99.07,0.74,99.08,10.63,99.14,1967.0,99.08,99.08,,1948944.7,1948944.7,,2023-12-26,264.0,10.73,,,9.0,22.44,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,Титан-3 01,RU000A102MB3,2.0,677.06,95.53,97.41,95.53,95.53,4.44,96.47,107.93,97.41,2.0,96.01,96.0,,1019205.94,954408.55,,2053-07-28,28.0,80.58,,,7.45,6.45,2023-04-28,2023-03-31,350.92,SUR,,,,,RUB,3
TQCB,2023-03-31,ГСП-Ф БО01,RU000A102MR9,1.0,3984.0,99.6,99.6,99.6,99.6,0.36,99.6,7.36,99.6,4.0,,,,0.0,0.0,,2023-12-27,267.0,7.36,,,6.6,16.45,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQRD,2023-03-31,ОРГрупп1Р4,RU000A102NK2,159.0,119451.9,3.21,3.44,3.32,3.32,6.33,3.36,,3.36,3560.0,,3.36,,0.0,500027.7,,2024-12-29,,0.0,,,11.0,9.04,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,РЖД 1Р-21R,RU000A102QP4,38.0,200406.1,91.76,92.05,92.05,92.05,19.71,91.93,9.38,91.92,218.0,,91.9,,0.0,612087.1,,2027-06-11,1322.0,9.42,,,6.85,34.16,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,СовкмЛ П04,RU000A102QQ2,24.0,112856.94,95.55,99.0,98.28,98.28,6.3,97.12,9.98,98.96,166.0,,96.69,,0.0,508287.22,,2024-02-05,188.0,12.55,,,6.2,10.82,,2023-03-31,700.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ЛайфСтр П1,RU000A102QX8,43.0,291672.6,98.1,98.93,98.58,98.21,14.25,98.54,12.31,98.76,296.0,,98.73,,0.0,500573.8,,2024-02-06,299.0,12.36,,,10.0,24.93,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ТФН 01,RU000A102QY6,224.0,3537614.22,97.99,98.31,98.19,98.19,11.97,98.07,16.61,98.0,5153.0,98.07,98.07,,3537614.22,3537614.22,,2024-02-06,186.0,16.89,,,12.0,20.94,,2023-03-31,700.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ХКФБанкБ07,RU000A102RF3,57.0,3130571.1,96.49,97.19,97.19,97.12,9.2,97.01,10.73,96.49,3227.0,97.01,97.01,,3130571.1,3130571.1,,2026-02-06,306.0,10.97,,,6.85,17.08,2024-02-09,2023-03-31,1000.0,SUR,,10.4491,,2024-02-14,RUB,3
TQCB,2023-03-31,РенКредБО6,RU000A102RN7,17.0,3771129.8,97.85,97.99,97.9,97.9,9.38,97.9,10.98,97.99,3852.0,97.9,97.9,,3771129.8,3771129.8,,2026-02-17,316.0,10.98,,,8.15,40.42,2024-02-17,2023-03-31,1000.0,SUR,,10.582,,2024-02-26,RUB,3
TQCB,2023-03-31,Сбер Sb22R,RU000A102RQ0,40.0,563500.2,99.66,99.98,99.98,99.98,19.28,99.91,7.05,99.94,564.0,99.91,99.91,,563500.2,563500.2,,2023-06-19,80.0,7.4,,,6.9,34.41,,2023-03-31,1000.0,SUR,,,6.6045,,RUB,3
TQCB,2023-03-31,Сбер Sb24R,RU000A102RS6,182.0,7344991.4,99.09,99.39,99.35,99.35,31.88,99.2,8.13,99.39,7404.0,99.2,99.2,,7344991.4,7344991.4,,2023-10-06,183.0,8.45,,,6.65,33.16,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ПСБ 3P-04,RU000A102RT4,6.0,61897.5,98.25,98.25,98.25,98.25,7.72,98.25,8.7,98.25,63.0,,98.25,,0.0,24128570.4,,2024-02-14,314.0,8.7,,,6.4,31.91,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,Европлн1Р1,RU000A102RU2,110.0,1056315.0,96.8,97.1,97.1,97.1,8.75,97.0,10.62,97.09,1089.0,97.0,97.0,,1056315.0,1056315.0,,2024-08-13,350.0,10.74,,,7.1,17.7,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,Самолет1P9,RU000A102RX6,367.0,11191875.5,99.25,99.5,99.35,99.35,10.66,99.36,10.06,99.39,11264.0,99.36,99.36,,11191875.5,11191875.5,,2024-02-15,313.0,10.05,,,9.05,45.13,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,Победа1Р1,RU000A102S23,238.0,2265033.0,96.05,96.47,96.35,96.16,11.49,96.3,15.05,96.47,2352.0,96.3,96.3,,2265033.0,2265033.0,,2024-02-15,308.0,15.12,,,9.75,24.31,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,АЛЬФАБ2Р10,RU000A102S80,21.0,377235.4,97.84,98.0,97.96,97.96,6.45,97.98,8.8,97.98,385.0,,97.95,,0.0,531894.1,,2024-02-22,322.0,8.77,,,6.2,31.08,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ТМК 1P02,RU000A102SC8,37.0,261505.2,98.55,98.82,98.61,98.61,8.03,98.68,9.11,98.77,265.0,,98.69,,0.0,500359.7,,2024-02-17,313.0,9.02,,,7.15,17.83,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,iСелктлР1R,RU000A102SG9,191.0,5872675.0,99.4,99.71,99.5,99.5,8.38,99.44,9.28,99.41,5902.0,99.5,99.5,,5872675.0,5872675.0,,2024-02-22,321.0,9.36,,,8.5,42.38,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,Боржоми1Р1,RU000A102SK1,189.0,6189106.0,94.8,95.0,94.95,94.94,7.29,94.98,14.25,94.8,6516.0,94.98,94.98,,6189106.0,6189106.0,,2026-02-20,322.0,14.21,,,7.6,37.9,2024-02-23,2023-03-31,1000.0,SUR,,13.8975,,2024-02-28,RUB,3
TQCB,2023-03-31,СДЭКГлБП01,RU000A102SM7,102.0,431484.8,98.78,99.49,99.49,99.49,3.64,99.42,10.16,98.78,434.0,,99.43,,0.0,527951.3,,2027-02-24,890.0,10.19,,,9.5,7.81,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,МСБЛиз2P04,RU000A102SN5,35.0,116602.13,99.71,100.1,100.09,100.09,1.58,99.98,11.62,99.98,318.0,,100.02,,0.0,528200.59,,2024-02-10,161.0,11.9,,,11.25,3.39,,2023-03-31,366.73,SUR,,,,,RUB,3
TQCB,2023-03-31,Систем1P18,RU000A102SV8,25.0,1150067.1,98.33,98.6,98.6,98.6,6.05,98.46,9.44,98.54,1168.0,98.46,98.46,,1150067.1,1150067.1,,2031-02-17,236.0,9.69,,,6.9,17.2,2023-11-27,2023-03-31,1000.0,SUR,,9.203,,2023-11-30,RUB,3
TQCB,2023-03-31,Систем1P19,RU000A102SX4,34.0,239193.1,95.19,95.67,95.22,95.24,6.44,95.3,10.54,95.66,251.0,,95.15,,0.0,839243.9,,2031-02-17,650.0,10.49,,,7.35,18.32,2025-02-24,2023-03-31,1000.0,SUR,,10.4423,,2025-02-27,RUB,3
TQIR,2023-03-31,МФК ЦФПО01,RU000A102T55,72.0,2909932.1,98.59,99.13,98.97,98.97,3.33,98.94,15.81,98.97,2941.0,98.94,98.94,,2909932.1,2909932.1,,2024-02-15,303.0,15.86,,,13.5,11.1,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ЛСР БО 1Р6,RU000A102T63,33.0,211327.0,94.25,94.44,94.4,94.4,6.79,94.34,11.53,94.29,224.0,,94.26,,0.0,525991.9,,2026-02-24,697.0,11.57,,,8.0,19.95,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,Аэрфью1Р01,RU000A102T97,122.0,708885.6,96.01,97.39,97.24,97.24,7.6,96.84,13.11,96.41,732.0,96.84,96.84,,708885.6,708885.6,,2024-02-28,322.0,13.64,,,9.25,23.06,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,Росагрл1Р2,RU000A102TA0,10.0,462609.4,94.63,95.38,94.7,94.7,6.49,94.8,10.3,95.37,488.0,,94.61,,0.0,541188.4,,2026-02-25,960.0,10.25,,,7.9,39.39,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ЮниСКап02К,RU000A102TK9,1.0,9996.0,99.96,99.96,99.96,99.96,16.88,99.96,9.18,99.96,1.0,,90.75,,0.0,508223.0,,2029-01-21,1071.0,9.18,,,8.8,72.33,,2023-03-31,10000.0,SUR,,,,,RUB,3
TQIR,2023-03-31,Займер 01,RU000A102TL7,72.0,1095679.2,98.2,98.86,98.24,98.65,2.45,98.62,15.97,98.7,1111.0,98.62,98.62,,1095679.2,1095679.2,,2024-02-17,306.0,15.43,,,12.75,10.48,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,РитйлБФ1P2,RU000A102TR4,173.0,2963045.8,95.06,95.73,95.61,95.61,6.24,95.34,12.72,95.28,3108.0,95.34,95.34,,2963045.8,2963045.8,,2026-03-05,927.0,12.84,,,10.35,25.8,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,Инаркт1Р1,RU000A102TT0,268.0,4199181.6,99.39,99.65,99.63,99.63,5.99,99.53,10.16,99.65,4219.0,99.53,99.53,,4199181.6,4199181.6,,2024-03-06,333.0,10.28,,,9.5,47.37,,2023-03-31,1000.0,SUR,,,,,RUB,3
